time;LL_circuit_vLoadA;LL_circuit_vLoadB;LL_circuit_vLoadC;LL_circuit_iLineA;LL_circuit_iLineB;LL_circuit_iLineC;
0.072800;-0.956871;-0.377536;1.334407;-0.478436;-0.188767;0.667205;
0.072810;-0.953761;-0.381690;1.335451;-0.476881;-0.190844;0.667727;
0.072820;-0.950642;-0.385840;1.336482;-0.475321;-0.192920;0.668242;
0.072830;-0.947513;-0.389987;1.337500;-0.473757;-0.194993;0.668751;
0.072840;-0.944375;-0.394129;1.338504;-0.472188;-0.197064;0.669253;
0.072850;-0.941228;-0.398268;1.339496;-0.470614;-0.199133;0.669749;
0.072860;-0.938071;-0.402403;1.340474;-0.469036;-0.201201;0.670238;
0.072870;-0.934905;-0.406534;1.341439;-0.467453;-0.203266;0.670721;
0.072880;-0.931730;-0.410660;1.342391;-0.465866;-0.205330;0.671197;
0.072890;-0.928546;-0.414783;1.343329;-0.464274;-0.207391;0.671666;
0.072900;-0.925353;-0.418902;1.344254;-0.462677;-0.209450;0.672129;
0.072910;-0.922150;-0.423016;1.345166;-0.461075;-0.211508;0.672585;
0.072920;-0.918938;-0.427127;1.346065;-0.459470;-0.213563;0.673034;
0.072930;-0.915718;-0.431233;1.346950;-0.457859;-0.215616;0.673477;
0.072940;-0.912488;-0.435335;1.347823;-0.456244;-0.217667;0.673913;
0.072950;-0.909249;-0.439432;1.348681;-0.454625;-0.219716;0.674342;
0.072960;-0.906001;-0.443526;1.349527;-0.453001;-0.221762;0.674765;
0.072970;-0.902745;-0.447615;1.350359;-0.451373;-0.223807;0.675181;
0.072980;-0.899479;-0.451699;1.351178;-0.449740;-0.225849;0.675590;
0.072990;-0.896204;-0.455779;1.351983;-0.448103;-0.227889;0.675993;
0.073000;-0.892921;-0.459855;1.352776;-0.446461;-0.229927;0.676389;
0.073010;-0.889629;-0.463926;1.353554;-0.444815;-0.231962;0.676779;
0.073020;-0.886328;-0.467992;1.354320;-0.443164;-0.233996;0.677161;
0.073030;-0.883018;-0.472054;1.355072;-0.441510;-0.236026;0.677537;
0.073040;-0.879700;-0.476111;1.355811;-0.439850;-0.238055;0.677907;
0.073050;-0.876373;-0.480163;1.356536;-0.438187;-0.240081;0.678269;
0.073060;-0.873037;-0.484211;1.357248;-0.436519;-0.242105;0.678625;
0.073070;-0.869693;-0.488254;1.357946;-0.434847;-0.244126;0.678975;
0.073080;-0.866340;-0.492292;1.358632;-0.433170;-0.246146;0.679317;
0.073090;-0.862978;-0.496325;1.359303;-0.431490;-0.248162;0.679653;
0.073100;-0.859608;-0.500353;1.359962;-0.429805;-0.250176;0.679982;
0.073110;-0.856230;-0.504377;1.360607;-0.428115;-0.252188;0.680305;
0.073120;-0.852843;-0.508395;1.361238;-0.426422;-0.254197;0.680620;
0.073130;-0.849448;-0.512409;1.361856;-0.424724;-0.256204;0.680929;
0.073140;-0.846044;-0.516417;1.362461;-0.423022;-0.258208;0.681232;
0.073150;-0.842632;-0.520420;1.363052;-0.421316;-0.260210;0.681527;
0.073160;-0.839211;-0.524418;1.363630;-0.419606;-0.262209;0.681816;
0.073170;-0.835783;-0.528411;1.364194;-0.417892;-0.264205;0.682098;
0.073180;-0.832346;-0.532399;1.364745;-0.416173;-0.266199;0.682374;
0.073190;-0.828901;-0.536381;1.365282;-0.414451;-0.268190;0.682642;
0.073200;-0.825447;-0.540358;1.365806;-0.412724;-0.270179;0.682904;
0.073210;-0.821986;-0.544330;1.366316;-0.410993;-0.272165;0.683159;
0.073220;-0.818516;-0.548297;1.366813;-0.409258;-0.274148;0.683408;
0.073230;-0.815039;-0.552258;1.367296;-0.407520;-0.276129;0.683650;
0.073240;-0.811553;-0.556213;1.367766;-0.405777;-0.278106;0.683884;
0.073250;-0.808059;-0.560163;1.368223;-0.404030;-0.280081;0.684113;
0.073260;-0.804558;-0.564108;1.368665;-0.402279;-0.282054;0.684334;
0.073270;-0.801048;-0.568047;1.369095;-0.400524;-0.284023;0.684549;
0.073280;-0.797530;-0.571980;1.369511;-0.398765;-0.285990;0.684757;
0.073290;-0.794005;-0.575908;1.369913;-0.397003;-0.287954;0.684958;
0.073300;-0.790472;-0.579830;1.370302;-0.395236;-0.289915;0.685152;
0.073310;-0.786931;-0.583746;1.370677;-0.393466;-0.291873;0.685340;
0.073320;-0.783382;-0.587657;1.371039;-0.391691;-0.293828;0.685521;
0.073330;-0.779825;-0.591562;1.371387;-0.389913;-0.295781;0.685695;
0.073340;-0.776261;-0.595461;1.371722;-0.388131;-0.297730;0.685862;
0.073350;-0.772689;-0.599354;1.372043;-0.386345;-0.299677;0.686023;
0.073360;-0.769110;-0.603241;1.372351;-0.384555;-0.301620;0.686177;
0.073370;-0.765523;-0.607122;1.372645;-0.382761;-0.303561;0.686324;
0.073380;-0.761928;-0.610997;1.372925;-0.380964;-0.305499;0.686464;
0.073390;-0.758326;-0.614867;1.373192;-0.379163;-0.307433;0.686597;
0.073400;-0.754716;-0.618730;1.373446;-0.377358;-0.309365;0.686724;
0.073410;-0.751099;-0.622587;1.373686;-0.375550;-0.311293;0.686844;
0.073420;-0.747474;-0.626438;1.373912;-0.373737;-0.313219;0.686957;
0.073430;-0.743843;-0.630282;1.374125;-0.371921;-0.315141;0.687064;
0.073440;-0.740203;-0.634121;1.374324;-0.370102;-0.317060;0.687163;
0.073450;-0.736557;-0.637953;1.374509;-0.368278;-0.318976;0.687256;
0.073460;-0.732903;-0.641779;1.374681;-0.366452;-0.320889;0.687342;
0.073470;-0.729242;-0.645598;1.374840;-0.364621;-0.322799;0.687421;
0.073480;-0.725574;-0.649411;1.374985;-0.362787;-0.324706;0.687494;
0.073490;-0.721898;-0.653218;1.375116;-0.360949;-0.326609;0.687560;
0.073500;-0.718216;-0.657019;1.375234;-0.359108;-0.328509;0.687618;
0.073510;-0.714526;-0.660812;1.375338;-0.357263;-0.330406;0.687671;
0.073520;-0.710829;-0.664600;1.375429;-0.355415;-0.332300;0.687716;
0.073530;-0.707126;-0.668381;1.375506;-0.353563;-0.334190;0.687754;
0.073540;-0.703415;-0.672155;1.375569;-0.351707;-0.336077;0.687786;
0.073550;-0.699697;-0.675922;1.375619;-0.349849;-0.337961;0.687811;
0.073560;-0.695973;-0.679683;1.375656;-0.347986;-0.339842;0.687829;
0.073570;-0.692241;-0.683437;1.375678;-0.346121;-0.341719;0.687841;
0.073580;-0.688503;-0.687185;1.375688;-0.344252;-0.343592;0.687845;
0.073590;-0.684758;-0.690925;1.375683;-0.342379;-0.345463;0.687843;
0.073600;-0.681006;-0.694659;1.375665;-0.340503;-0.347330;0.687834;
0.073610;-0.677248;-0.698386;1.375634;-0.338624;-0.349193;0.687818;
0.073620;-0.673483;-0.702106;1.375589;-0.336741;-0.351053;0.687796;
0.073630;-0.669711;-0.705819;1.375530;-0.334855;-0.352910;0.687766;
0.073640;-0.665932;-0.709525;1.375458;-0.332966;-0.354763;0.687730;
0.073650;-0.662147;-0.713225;1.375372;-0.331074;-0.356612;0.687687;
0.073660;-0.658356;-0.716917;1.375272;-0.329178;-0.358458;0.687638;
0.073670;-0.654558;-0.720602;1.375159;-0.327279;-0.360301;0.687581;
0.073680;-0.650753;-0.724280;1.375033;-0.325376;-0.362140;0.687518;
0.073690;-0.646942;-0.727950;1.374893;-0.323471;-0.363975;0.687448;
0.073700;-0.643125;-0.731614;1.374739;-0.321562;-0.365807;0.687371;
0.073710;-0.639301;-0.735270;1.374572;-0.319651;-0.367635;0.687287;
0.073720;-0.635471;-0.738920;1.374391;-0.317736;-0.369460;0.687197;
0.073730;-0.631635;-0.742561;1.374196;-0.315817;-0.371281;0.687100;
0.073740;-0.627792;-0.746196;1.373988;-0.313896;-0.373098;0.686996;
0.073750;-0.623944;-0.749823;1.373767;-0.311972;-0.374912;0.686885;
0.073760;-0.620089;-0.753443;1.373532;-0.310044;-0.376722;0.686767;
0.073770;-0.616228;-0.757055;1.373283;-0.308114;-0.378528;0.686643;
0.073780;-0.612361;-0.760660;1.373021;-0.306180;-0.380330;0.686512;
0.073790;-0.608488;-0.764257;1.372745;-0.304244;-0.382129;0.686374;
0.073800;-0.604609;-0.767847;1.372456;-0.302304;-0.383924;0.686229;
0.073810;-0.600724;-0.771429;1.372153;-0.300362;-0.385715;0.686078;
0.073820;-0.596833;-0.775004;1.371836;-0.298416;-0.387502;0.685920;
0.073830;-0.592936;-0.778571;1.371507;-0.296468;-0.389286;0.685755;
0.073840;-0.589033;-0.782130;1.371163;-0.294516;-0.391065;0.685583;
0.073850;-0.585125;-0.785682;1.370806;-0.292562;-0.392841;0.685404;
0.073860;-0.581210;-0.789225;1.370436;-0.290605;-0.394613;0.685219;
0.073870;-0.577290;-0.792761;1.370051;-0.288645;-0.396381;0.685027;
0.073880;-0.573364;-0.796290;1.369654;-0.286682;-0.398145;0.684828;
0.073890;-0.569433;-0.799810;1.369243;-0.284716;-0.399905;0.684623;
0.073900;-0.565496;-0.803322;1.368818;-0.282748;-0.401661;0.684410;
0.073910;-0.561553;-0.806827;1.368380;-0.280776;-0.403414;0.684191;
0.073920;-0.557605;-0.810323;1.367928;-0.278802;-0.405162;0.683966;
0.073930;-0.553652;-0.813812;1.367463;-0.276826;-0.406906;0.683733;
0.073940;-0.549692;-0.817292;1.366985;-0.274846;-0.408646;0.683494;
0.073950;-0.545728;-0.820765;1.366493;-0.272864;-0.410383;0.683248;
0.073960;-0.541758;-0.824229;1.365987;-0.270879;-0.412115;0.682995;
0.073970;-0.537783;-0.827685;1.365468;-0.268891;-0.413843;0.682735;
0.073980;-0.533802;-0.831133;1.364935;-0.266901;-0.415567;0.682469;
0.073990;-0.529816;-0.834573;1.364389;-0.264908;-0.417287;0.682196;
0.074000;-0.525825;-0.838005;1.363830;-0.262912;-0.419003;0.681916;
0.074010;-0.521829;-0.841428;1.363257;-0.260914;-0.420714;0.681630;
0.074020;-0.517827;-0.844843;1.362670;-0.258913;-0.422422;0.681337;
0.074030;-0.513821;-0.848250;1.362071;-0.256910;-0.424125;0.681037;
0.074040;-0.509809;-0.851648;1.361457;-0.254904;-0.425824;0.680730;
0.074050;-0.505793;-0.855038;1.360830;-0.252896;-0.427519;0.680417;
0.074060;-0.501771;-0.858419;1.360190;-0.250885;-0.429210;0.680097;
0.074070;-0.497745;-0.861792;1.359537;-0.248872;-0.430896;0.679770;
0.074080;-0.493713;-0.865157;1.358870;-0.246856;-0.432579;0.679436;
0.074090;-0.489677;-0.868513;1.358189;-0.244838;-0.434257;0.679096;
0.074100;-0.485635;-0.871860;1.357495;-0.242817;-0.435930;0.678749;
0.074110;-0.481589;-0.875199;1.356788;-0.240794;-0.437600;0.678395;
0.074120;-0.477539;-0.878529;1.356068;-0.238769;-0.439265;0.678035;
0.074130;-0.473483;-0.881850;1.355334;-0.236741;-0.440926;0.677668;
0.074140;-0.469423;-0.885163;1.354586;-0.234711;-0.442582;0.677294;
0.074150;-0.465358;-0.888467;1.353825;-0.232679;-0.444234;0.676914;
0.074160;-0.461289;-0.891762;1.353051;-0.230644;-0.445882;0.676527;
0.074170;-0.457215;-0.895049;1.352264;-0.228607;-0.447525;0.676133;
0.074180;-0.453137;-0.898326;1.351463;-0.226568;-0.449164;0.675733;
0.074190;-0.449054;-0.901595;1.350649;-0.224526;-0.450798;0.675326;
0.074200;-0.444966;-0.904855;1.349821;-0.222483;-0.452428;0.674912;
0.074210;-0.440875;-0.908106;1.348981;-0.220437;-0.454053;0.674492;
0.074220;-0.436779;-0.911348;1.348126;-0.218389;-0.455674;0.674065;
0.074230;-0.432678;-0.914581;1.347259;-0.216339;-0.457291;0.673631;
0.074240;-0.428574;-0.917805;1.346378;-0.214286;-0.458903;0.673191;
0.074250;-0.424465;-0.921020;1.345484;-0.212232;-0.460510;0.672743;
0.074260;-0.420352;-0.924225;1.344577;-0.210175;-0.462113;0.672290;
0.074270;-0.416234;-0.927422;1.343656;-0.208117;-0.463712;0.671830;
0.074280;-0.412113;-0.930610;1.342723;-0.206056;-0.465305;0.671363;
0.074290;-0.407988;-0.933788;1.341776;-0.203993;-0.466894;0.670889;
0.074300;-0.403858;-0.936957;1.340815;-0.201929;-0.468479;0.670409;
0.074310;-0.399725;-0.940117;1.339842;-0.199862;-0.470059;0.669922;
0.074320;-0.395588;-0.943267;1.338855;-0.197793;-0.471634;0.669429;
0.074330;-0.391446;-0.946409;1.337855;-0.195723;-0.473205;0.668929;
0.074340;-0.387301;-0.949541;1.336842;-0.193650;-0.474771;0.668422;
0.074350;-0.383152;-0.952663;1.335815;-0.191576;-0.476332;0.667909;
0.074360;-0.378999;-0.955776;1.334776;-0.189499;-0.477889;0.667389;
0.074370;-0.374843;-0.958880;1.333723;-0.187421;-0.479441;0.666863;
0.074380;-0.370683;-0.961974;1.332657;-0.185341;-0.480988;0.666330;
0.074390;-0.366519;-0.965059;1.331578;-0.183259;-0.482530;0.665790;
0.074400;-0.362352;-0.968134;1.330486;-0.181175;-0.484068;0.665244;
0.074410;-0.358181;-0.971200;1.329381;-0.179090;-0.485601;0.664692;
0.074420;-0.354006;-0.974256;1.328262;-0.177002;-0.487129;0.664132;
0.074430;-0.349828;-0.977303;1.327131;-0.174913;-0.488652;0.663567;
0.074440;-0.345646;-0.980339;1.325986;-0.172823;-0.490170;0.662994;
0.074450;-0.341462;-0.983367;1.324828;-0.170730;-0.491684;0.662415;
0.074460;-0.337273;-0.986384;1.323657;-0.168636;-0.493193;0.661830;
0.074470;-0.333082;-0.989392;1.322473;-0.166540;-0.494697;0.661238;
0.074480;-0.328887;-0.992390;1.321276;-0.164443;-0.496196;0.660640;
0.074490;-0.324689;-0.995378;1.320066;-0.162344;-0.497690;0.660035;
0.074500;-0.320487;-0.998356;1.318843;-0.160243;-0.499179;0.659423;
0.074510;-0.316283;-1.001325;1.317607;-0.158141;-0.500663;0.658805;
0.074520;-0.312075;-1.004283;1.316358;-0.156037;-0.502142;0.658181;
0.074530;-0.307864;-1.007232;1.315096;-0.153932;-0.503617;0.657550;
0.074540;-0.303651;-1.010171;1.313821;-0.151825;-0.505086;0.656912;
0.074550;-0.299434;-1.013100;1.312533;-0.149716;-0.506550;0.656268;
0.074560;-0.295214;-1.016018;1.311233;-0.147606;-0.508010;0.655618;
0.074570;-0.290992;-1.018927;1.309919;-0.145495;-0.509464;0.654961;
0.074580;-0.286766;-1.021826;1.308592;-0.143382;-0.510914;0.654297;
0.074590;-0.282538;-1.024714;1.307252;-0.141268;-0.512358;0.653627;
0.074600;-0.278307;-1.027593;1.305900;-0.139153;-0.513797;0.652951;
0.074610;-0.274073;-1.030461;1.304534;-0.137036;-0.515231;0.652268;
0.074620;-0.269836;-1.033319;1.303156;-0.134917;-0.516660;0.651579;
0.074630;-0.265597;-1.036167;1.301764;-0.132798;-0.518084;0.650884;
0.074640;-0.261355;-1.039005;1.300360;-0.130677;-0.519503;0.650181;
0.074650;-0.257111;-1.041833;1.298943;-0.128555;-0.520917;0.649473;
0.074660;-0.252864;-1.044650;1.297514;-0.126431;-0.522326;0.648758;
0.074670;-0.248614;-1.047457;1.296071;-0.124306;-0.523729;0.648037;
0.074680;-0.244362;-1.050253;1.294616;-0.122180;-0.525128;0.647309;
0.074690;-0.240108;-1.053040;1.293148;-0.120053;-0.526521;0.646575;
0.074700;-0.235851;-1.055815;1.291667;-0.117925;-0.527909;0.645835;
0.074710;-0.231592;-1.058581;1.290173;-0.115795;-0.529291;0.645088;
0.074720;-0.227331;-1.061336;1.288667;-0.113665;-0.530669;0.644335;
0.074730;-0.223068;-1.064080;1.287148;-0.111533;-0.532041;0.643575;
0.074740;-0.218802;-1.066814;1.285616;-0.109400;-0.533408;0.642809;
0.074750;-0.214534;-1.069538;1.284072;-0.107266;-0.534770;0.642037;
0.074760;-0.210264;-1.072251;1.282514;-0.105131;-0.536126;0.641258;
0.074770;-0.205992;-1.074953;1.280945;-0.102995;-0.537477;0.640474;
0.074780;-0.201718;-1.077645;1.279362;-0.100858;-0.538823;0.639682;
0.074790;-0.197442;-1.080326;1.277767;-0.098720;-0.540164;0.638885;
0.074800;-0.193163;-1.082996;1.276159;-0.096581;-0.541499;0.638081;
0.074810;-0.188883;-1.085656;1.274539;-0.094441;-0.542829;0.637271;
0.074820;-0.184602;-1.088305;1.272906;-0.092300;-0.544153;0.636454;
0.074830;-0.180318;-1.090943;1.271261;-0.090158;-0.545472;0.635632;
0.074840;-0.176032;-1.093570;1.269603;-0.088015;-0.546786;0.634803;
0.074850;-0.171745;-1.096187;1.267932;-0.085872;-0.548094;0.633967;
0.074860;-0.167456;-1.098793;1.266249;-0.083727;-0.549397;0.633126;
0.074870;-0.163166;-1.101388;1.264554;-0.081582;-0.550695;0.632278;
0.074880;-0.158874;-1.103972;1.262846;-0.079436;-0.551987;0.631424;
0.074890;-0.154580;-1.106545;1.261125;-0.077289;-0.553274;0.630564;
0.074900;-0.150285;-1.109108;1.259393;-0.075141;-0.554555;0.629698;
0.074910;-0.145988;-1.111659;1.257647;-0.072993;-0.555831;0.628825;
0.074920;-0.141690;-1.114200;1.255890;-0.070844;-0.557101;0.627946;
0.074930;-0.137390;-1.116729;1.254119;-0.068694;-0.558365;0.627061;
0.074940;-0.133089;-1.119247;1.252337;-0.066544;-0.559625;0.626170;
0.074950;-0.128787;-1.121755;1.250542;-0.064393;-0.560878;0.625272;
0.074960;-0.124484;-1.124251;1.248735;-0.062241;-0.562127;0.624369;
0.074970;-0.120179;-1.126736;1.246915;-0.060088;-0.563369;0.623459;
0.074980;-0.115873;-1.129210;1.245083;-0.057936;-0.564606;0.622543;
0.074990;-0.111566;-1.131673;1.243239;-0.055782;-0.565838;0.621621;
0.075000;-0.107258;-1.134125;1.241383;-0.053628;-0.567064;0.620693;
0.075010;-0.102949;-1.136566;1.239514;-0.051473;-0.568284;0.619758;
0.075020;-0.098638;-1.138995;1.237633;-0.049318;-0.569498;0.618818;
0.075030;-0.094327;-1.141413;1.235740;-0.047163;-0.570708;0.617871;
0.075040;-0.090015;-1.143820;1.233835;-0.045006;-0.571911;0.616919;
0.075050;-0.085702;-1.146215;1.231917;-0.042850;-0.573109;0.615960;
0.075060;-0.081388;-1.148600;1.229988;-0.040693;-0.574301;0.614995;
0.075070;-0.077073;-1.150973;1.228046;-0.038536;-0.575487;0.614024;
0.075080;-0.072758;-1.153334;1.226092;-0.036378;-0.576668;0.613047;
0.075090;-0.068442;-1.155684;1.224126;-0.034220;-0.577843;0.612064;
0.075100;-0.064125;-1.158023;1.222148;-0.032061;-0.579013;0.611075;
0.075110;-0.059808;-1.160350;1.220158;-0.029903;-0.580176;0.610080;
0.075120;-0.055490;-1.162666;1.218156;-0.027744;-0.581334;0.609079;
0.075130;-0.051171;-1.164971;1.216142;-0.025584;-0.582486;0.608072;
0.075140;-0.046852;-1.167263;1.214115;-0.023425;-0.583633;0.607059;
0.075150;-0.042532;-1.169545;1.212077;-0.021265;-0.584774;0.606040;
0.075160;-0.038212;-1.171815;1.210027;-0.019105;-0.585908;0.605015;
0.075170;-0.033892;-1.174073;1.207965;-0.016945;-0.587038;0.603984;
0.075180;-0.029571;-1.176320;1.205891;-0.014784;-0.588161;0.602947;
0.075190;-0.025250;-1.178555;1.203805;-0.012624;-0.589279;0.601904;
0.075200;-0.020929;-1.180778;1.201707;-0.010463;-0.590390;0.600855;
0.075210;-0.016608;-1.182990;1.199597;-0.008303;-0.591496;0.599800;
0.075220;-0.012286;-1.185190;1.197476;-0.006142;-0.592596;0.598739;
0.075230;-0.007964;-1.187378;1.195343;-0.003981;-0.593690;0.597673;
0.075240;-0.003642;-1.189555;1.193198;-0.001820;-0.594779;0.596600;
0.075250;0.000679;-1.191720;1.191041;0.000341;-0.595861;0.595522;
0.075260;0.005001;-1.193873;1.188872;0.002502;-0.596938;0.594437;
0.075270;0.009323;-1.196015;1.186692;0.004663;-0.598009;0.593347;
0.075280;0.013645;-1.198144;1.184500;0.006824;-0.599073;0.592251;
0.075290;0.017966;-1.200262;1.182296;0.008984;-0.600132;0.591149;
0.075300;0.022288;-1.202368;1.180080;0.011145;-0.601185;0.590041;
0.075310;0.026609;-1.204462;1.177853;0.013306;-0.602232;0.588928;
0.075320;0.030930;-1.206544;1.175614;0.015466;-0.603273;0.587808;
0.075330;0.035250;-1.208615;1.173364;0.017626;-0.604309;0.586683;
0.075340;0.039571;-1.210673;1.171102;0.019787;-0.605338;0.585552;
0.075350;0.043891;-1.212719;1.168829;0.021947;-0.606361;0.584416;
0.075360;0.048210;-1.214754;1.166544;0.024106;-0.607378;0.583273;
0.075370;0.052529;-1.216776;1.164247;0.026266;-0.608389;0.582125;
0.075380;0.056847;-1.218787;1.161939;0.028425;-0.609395;0.580971;
0.075390;0.061165;-1.220785;1.159620;0.030584;-0.610394;0.579811;
0.075400;0.065482;-1.222771;1.157289;0.032743;-0.611387;0.578646;
0.075410;0.069799;-1.224746;1.154947;0.034901;-0.612374;0.577474;
0.075420;0.074115;-1.226708;1.152593;0.037059;-0.613355;0.576298;
0.075430;0.078430;-1.228658;1.150228;0.039216;-0.614330;0.575115;
0.075440;0.082745;-1.230596;1.147851;0.041374;-0.615299;0.573927;
0.075450;0.087058;-1.232522;1.145463;0.043530;-0.616262;0.572733;
0.075460;0.091371;-1.234435;1.143064;0.045687;-0.617219;0.571533;
0.075470;0.095683;-1.236337;1.140654;0.047843;-0.618170;0.570328;
0.075480;0.099994;-1.238226;1.138232;0.049998;-0.619114;0.569117;
0.075490;0.104304;-1.240103;1.135799;0.052153;-0.620053;0.567901;
0.075500;0.108613;-1.241968;1.133355;0.054308;-0.620985;0.566679;
0.075510;0.112920;-1.243820;1.130900;0.056462;-0.621912;0.565451;
0.075520;0.117227;-1.245661;1.128434;0.058615;-0.622832;0.564218;
0.075530;0.121533;-1.247489;1.125956;0.060768;-0.623746;0.562979;
0.075540;0.125837;-1.249304;1.123467;0.062920;-0.624654;0.561735;
0.075550;0.130140;-1.251108;1.120968;0.065071;-0.625555;0.560485;
0.075560;0.134442;-1.252899;1.118457;0.067222;-0.626451;0.559229;
0.075570;0.138742;-1.254677;1.115935;0.069373;-0.627340;0.557969;
0.075580;0.143042;-1.256443;1.113402;0.071522;-0.628223;0.556702;
0.075590;0.147339;-1.258197;1.110858;0.073671;-0.629100;0.555430;
0.075600;0.151636;-1.259939;1.108303;0.075819;-0.629971;0.554153;
0.075610;0.155930;-1.261668;1.105737;0.077967;-0.630835;0.552870;
0.075620;0.160223;-1.263384;1.103161;0.080113;-0.631694;0.551581;
0.075630;0.164515;-1.265088;1.100573;0.082259;-0.632546;0.550288;
0.075640;0.168805;-1.266780;1.097975;0.084404;-0.633391;0.548988;
0.075650;0.173094;-1.268459;1.095365;0.086548;-0.634231;0.547684;
0.075660;0.177380;-1.270125;1.092745;0.088692;-0.635064;0.546374;
0.075670;0.181665;-1.271780;1.090115;0.090834;-0.635891;0.545058;
0.075680;0.185948;-1.273421;1.087473;0.092976;-0.636712;0.543738;
0.075690;0.190229;-1.275050;1.084821;0.095116;-0.637526;0.542411;
0.075700;0.194509;-1.276666;1.082157;0.097256;-0.638335;0.541080;
0.075710;0.198786;-1.278270;1.079484;0.099395;-0.639136;0.539743;
0.075720;0.203062;-1.279861;1.076799;0.101532;-0.639932;0.538401;
0.075730;0.207335;-1.281439;1.074104;0.103669;-0.640721;0.537053;
0.075740;0.211607;-1.283005;1.071399;0.105805;-0.641504;0.535700;
0.075750;0.215876;-1.284558;1.068682;0.107940;-0.642281;0.534342;
0.075760;0.220143;-1.286099;1.065956;0.110073;-0.643051;0.532979;
0.075770;0.224408;-1.287627;1.063218;0.112206;-0.643815;0.531610;
0.075780;0.228671;-1.289142;1.060471;0.114337;-0.644572;0.530236;
0.075790;0.232932;-1.290644;1.057712;0.116467;-0.645324;0.528857;
0.075800;0.237190;-1.292134;1.054944;0.118597;-0.646068;0.527473;
0.075810;0.241446;-1.293611;1.052165;0.120725;-0.646807;0.526083;
0.075820;0.245700;-1.295075;1.049375;0.122851;-0.647539;0.524689;
0.075830;0.249951;-1.296526;1.046575;0.124977;-0.648265;0.523289;
0.075840;0.254199;-1.297965;1.043765;0.127101;-0.648984;0.521884;
0.075850;0.258446;-1.299390;1.040945;0.129224;-0.649697;0.520473;
0.075860;0.262689;-1.300803;1.038114;0.131346;-0.650403;0.519058;
0.075870;0.266930;-1.302203;1.035273;0.133467;-0.651103;0.517638;
0.075880;0.271169;-1.303590;1.032422;0.135586;-0.651797;0.516212;
0.075890;0.275404;-1.304965;1.029560;0.137704;-0.652484;0.514781;
0.075900;0.279637;-1.306326;1.026689;0.139820;-0.653165;0.513345;
