time;LINE_line_p_v_0_;LINE_line_p_v_1_;LINE_line_p_v_2_;LINE_line_p_i_0_;LINE_line_p_i_1_;LINE_line_p_i_2_;LINE_line_n_v_0_;LINE_line_n_v_1_;LINE_line_n_v_2_;
0.050540;-1.394655;0.494343;0.900312;-0.684232;0.215059;0.469173;-1.383489;0.588193;0.795297;
0.050560;-1.393155;0.486008;0.907147;-0.683296;0.210870;0.472426;-1.382711;0.580277;0.802433;
0.050580;-1.391600;0.477654;0.913946;-0.682334;0.206674;0.475661;-1.381878;0.572339;0.809538;
0.050600;-1.389990;0.469281;0.920708;-0.681345;0.202469;0.478876;-1.380990;0.564378;0.816611;
0.050620;-1.388325;0.460890;0.927435;-0.680329;0.198256;0.482073;-1.380048;0.556395;0.823652;
0.050640;-1.386605;0.452480;0.934125;-0.679286;0.194035;0.485250;-1.379051;0.548390;0.830661;
0.050660;-1.384830;0.444052;0.940778;-0.678216;0.189807;0.488409;-1.378000;0.540364;0.837636;
0.050680;-1.383001;0.435607;0.947394;-0.677119;0.185571;0.491548;-1.376894;0.532315;0.844579;
0.050700;-1.381117;0.427145;0.953972;-0.675996;0.181328;0.494668;-1.375734;0.524246;0.851488;
0.050720;-1.379179;0.418666;0.960513;-0.674846;0.177078;0.497768;-1.374520;0.516157;0.858363;
0.050740;-1.377186;0.410170;0.967016;-0.673669;0.172821;0.500849;-1.373251;0.508047;0.865205;
0.050760;-1.375139;0.401658;0.973480;-0.672466;0.168557;0.503909;-1.371929;0.499916;0.872012;
0.050780;-1.373037;0.393131;0.979907;-0.671236;0.164286;0.506950;-1.370552;0.491766;0.878785;
0.050800;-1.370882;0.384587;0.986294;-0.669980;0.160009;0.509971;-1.369121;0.483597;0.885524;
0.050820;-1.368672;0.376029;0.992643;-0.668697;0.155725;0.512972;-1.367636;0.475409;0.892227;
0.050840;-1.366408;0.367456;0.998952;-0.667388;0.151436;0.515953;-1.366097;0.467201;0.898895;
0.050860;-1.364090;0.358868;1.005222;-0.666053;0.147140;0.518913;-1.364504;0.458976;0.905528;
0.050880;-1.361719;0.350266;1.011453;-0.664691;0.142839;0.521852;-1.362857;0.450732;0.912125;
0.050900;-1.359293;0.341650;1.017643;-0.663303;0.138531;0.524771;-1.361156;0.442470;0.918686;
0.050920;-1.356814;0.333021;1.023793;-0.661889;0.134219;0.527670;-1.359402;0.434191;0.925210;
0.050940;-1.354282;0.324379;1.029903;-0.660448;0.129901;0.530547;-1.357594;0.425895;0.931699;
0.050960;-1.351695;0.315723;1.035972;-0.658982;0.125578;0.533404;-1.355732;0.417582;0.938150;
0.050980;-1.349056;0.307056;1.042000;-0.657489;0.121250;0.536239;-1.353817;0.409253;0.944564;
0.051000;-1.346363;0.298376;1.047987;-0.655971;0.116917;0.539054;-1.351848;0.400907;0.950941;
0.051020;-1.343617;0.289684;1.053933;-0.654427;0.112580;0.541847;-1.349826;0.392546;0.957281;
0.051040;-1.340819;0.280981;1.059837;-0.652857;0.108238;0.544619;-1.347751;0.384169;0.963582;
0.051060;-1.337967;0.272267;1.065700;-0.651261;0.103892;0.547369;-1.345623;0.375777;0.969846;
0.051080;-1.335062;0.263542;1.071520;-0.649639;0.099542;0.550097;-1.343441;0.367370;0.976071;
0.051100;-1.332105;0.254807;1.077298;-0.647992;0.095188;0.552804;-1.341206;0.358948;0.982258;
0.051120;-1.329095;0.246062;1.083033;-0.646319;0.090830;0.555489;-1.338919;0.350513;0.988406;
0.051140;-1.326032;0.237307;1.088726;-0.644621;0.086469;0.558152;-1.336578;0.342063;0.994515;
0.051160;-1.322918;0.228542;1.094375;-0.642897;0.082104;0.560793;-1.334185;0.333600;1.000585;
0.051180;-1.319751;0.219769;1.099982;-0.641148;0.077736;0.563412;-1.331739;0.325124;1.006615;
0.051200;-1.316532;0.210987;1.105545;-0.639373;0.073364;0.566009;-1.329241;0.316635;1.012606;
0.051220;-1.313260;0.202196;1.111064;-0.637574;0.068990;0.568583;-1.326690;0.308134;1.018556;
0.051240;-1.309938;0.193398;1.116540;-0.635749;0.064614;0.571135;-1.324087;0.299620;1.024467;
0.051260;-1.306563;0.184592;1.121971;-0.633899;0.060234;0.573665;-1.321431;0.291094;1.030337;
0.051280;-1.303137;0.175779;1.127358;-0.632024;0.055853;0.576171;-1.318723;0.282557;1.036166;
0.051300;-1.299659;0.166958;1.132701;-0.630124;0.051469;0.578655;-1.315964;0.274009;1.041954;
0.051320;-1.296130;0.158131;1.137999;-0.628199;0.047083;0.581116;-1.313152;0.265450;1.047701;
0.051340;-1.292550;0.149298;1.143252;-0.626249;0.042695;0.583554;-1.310288;0.256881;1.053407;
0.051360;-1.288919;0.140459;1.148460;-0.624275;0.038305;0.585970;-1.307373;0.248301;1.059071;
0.051380;-1.285237;0.131615;1.153622;-0.622276;0.033914;0.588362;-1.304406;0.239712;1.064694;
0.051400;-1.281504;0.122765;1.158739;-0.620252;0.029522;0.590730;-1.301388;0.231113;1.070274;
0.051420;-1.277721;0.113910;1.163810;-0.618204;0.025128;0.593076;-1.298318;0.222505;1.075812;
0.051440;-1.273887;0.105051;1.168836;-0.616132;0.020734;0.595398;-1.295197;0.213889;1.081308;
0.051460;-1.270003;0.096188;1.173815;-0.614035;0.016339;0.597696;-1.292025;0.205263;1.086761;
0.051480;-1.266069;0.087321;1.178747;-0.611914;0.011943;0.599971;-1.288801;0.196630;1.092171;
0.051500;-1.262084;0.078451;1.183634;-0.609769;0.007546;0.602222;-1.285527;0.187989;1.097538;
0.051520;-1.258050;0.069577;1.188473;-0.607599;0.003149;0.604450;-1.282202;0.179341;1.102862;
0.051540;-1.253967;0.060701;1.193266;-0.605406;-0.001247;0.606654;-1.278827;0.170685;1.108142;
0.051560;-1.249833;0.051822;1.198011;-0.603189;-0.005644;0.608833;-1.275401;0.162023;1.113378;
0.051580;-1.245651;0.042941;1.202710;-0.600948;-0.010041;0.610989;-1.271925;0.153354;1.118571;
0.051600;-1.241419;0.034059;1.207360;-0.598683;-0.014437;0.613120;-1.268398;0.144679;1.123719;
0.051620;-1.237138;0.025175;1.211963;-0.596395;-0.018833;0.615228;-1.264822;0.135999;1.128823;
0.051640;-1.232809;0.016290;1.216519;-0.594083;-0.023227;0.617311;-1.261195;0.127313;1.133882;
0.051660;-1.228430;0.007405;1.221026;-0.591748;-0.027621;0.619369;-1.257519;0.118622;1.138896;
0.051680;-1.224004;-0.001481;1.225485;-0.589389;-0.032014;0.621403;-1.253793;0.109927;1.143866;
0.051700;-1.219529;-0.010367;1.229895;-0.587007;-0.036406;0.623413;-1.250017;0.101227;1.148790;
0.051720;-1.215005;-0.019252;1.234257;-0.584602;-0.040796;0.625398;-1.246193;0.092523;1.153670;
0.051740;-1.210434;-0.028136;1.238571;-0.582174;-0.045185;0.627359;-1.242319;0.083816;1.158503;
0.051760;-1.205815;-0.037020;1.242835;-0.579723;-0.049571;0.629294;-1.238396;0.075105;1.163291;
0.051780;-1.201149;-0.045902;1.247050;-0.577249;-0.053956;0.631205;-1.234424;0.066391;1.168033;
0.051800;-1.196435;-0.054782;1.251217;-0.574752;-0.058339;0.633091;-1.230403;0.057675;1.172728;
0.051820;-1.191673;-0.063660;1.255333;-0.572232;-0.062719;0.634951;-1.226334;0.048956;1.177378;
0.051840;-1.186865;-0.072535;1.259400;-0.569690;-0.067097;0.636787;-1.222216;0.040235;1.181981;
0.051860;-1.182010;-0.081408;1.263418;-0.567125;-0.071472;0.638598;-1.218050;0.031513;1.186537;
0.051880;-1.177108;-0.090277;1.267386;-0.564538;-0.075845;0.640383;-1.213836;0.022790;1.191047;
0.051900;-1.172160;-0.099143;1.271303;-0.561929;-0.080214;0.642143;-1.209574;0.014065;1.195509;
0.051920;-1.167166;-0.108005;1.275170;-0.559298;-0.084581;0.643878;-1.205265;0.005340;1.199924;
0.051940;-1.162125;-0.116863;1.278987;-0.556644;-0.088944;0.645588;-1.200908;-0.003385;1.204292;
0.051960;-1.157038;-0.125716;1.282754;-0.553968;-0.093303;0.647271;-1.196503;-0.012110;1.208613;
0.051980;-1.151906;-0.134564;1.286470;-0.551271;-0.097659;0.648930;-1.192051;-0.020834;1.212885;
0.052000;-1.146729;-0.143406;1.290135;-0.548552;-0.102011;0.650562;-1.187552;-0.029558;1.217110;
0.052020;-1.141506;-0.152243;1.293749;-0.545811;-0.106359;0.652169;-1.183006;-0.038280;1.221287;
0.052040;-1.136238;-0.161074;1.297312;-0.543049;-0.110702;0.653751;-1.178414;-0.047001;1.225415;
0.052060;-1.130925;-0.169899;1.300824;-0.540265;-0.115041;0.655306;-1.173775;-0.055720;1.229495;
0.052080;-1.125567;-0.178717;1.304285;-0.537460;-0.119376;0.656836;-1.169089;-0.064437;1.233527;
0.052100;-1.120165;-0.187528;1.307694;-0.534633;-0.123706;0.658339;-1.164358;-0.073152;1.237510;
0.052120;-1.114719;-0.196332;1.311051;-0.531786;-0.128031;0.659817;-1.159580;-0.081863;1.241444;
0.052140;-1.109229;-0.205127;1.314357;-0.528917;-0.132352;0.661269;-1.154757;-0.090572;1.245329;
0.052160;-1.103695;-0.213915;1.317610;-0.526028;-0.136666;0.662694;-1.149888;-0.099276;1.249164;
0.052180;-1.098118;-0.222694;1.320812;-0.523118;-0.140976;0.664094;-1.144974;-0.107977;1.252951;
0.052200;-1.092497;-0.231465;1.323962;-0.520187;-0.145280;0.665467;-1.140014;-0.116674;1.256688;
0.052220;-1.086833;-0.240226;1.327059;-0.517236;-0.149578;0.666814;-1.135010;-0.125365;1.260375;
0.052240;-1.081126;-0.248978;1.330104;-0.514264;-0.153870;0.668134;-1.129961;-0.134052;1.264013;
0.052260;-1.075376;-0.257720;1.333096;-0.511272;-0.158156;0.669428;-1.124867;-0.142734;1.267601;
0.052280;-1.069584;-0.266452;1.336036;-0.508260;-0.162436;0.670696;-1.119728;-0.151410;1.271139;
0.052300;-1.063750;-0.275173;1.338923;-0.505227;-0.166710;0.671937;-1.114546;-0.160080;1.274626;
0.052320;-1.057874;-0.283884;1.341757;-0.502175;-0.170977;0.673152;-1.109319;-0.168744;1.278063;
0.052340;-1.051956;-0.292583;1.344539;-0.499103;-0.175237;0.674340;-1.104049;-0.177401;1.281450;
0.052360;-1.045996;-0.301270;1.347267;-0.496011;-0.179490;0.675502;-1.098735;-0.186051;1.284786;
0.052380;-1.039995;-0.309946;1.349942;-0.492900;-0.183737;0.676637;-1.093378;-0.194694;1.288072;
0.052400;-1.033954;-0.318610;1.352563;-0.489769;-0.187976;0.677745;-1.087978;-0.203329;1.291306;
0.052420;-1.027871;-0.327261;1.355132;-0.486619;-0.192207;0.678826;-1.082534;-0.211956;1.294490;
0.052440;-1.021748;-0.335899;1.357646;-0.483450;-0.196431;0.679881;-1.077048;-0.220575;1.297623;
0.052460;-1.015584;-0.344524;1.360108;-0.480261;-0.200647;0.680909;-1.071519;-0.229184;1.300704;
0.052480;-1.009380;-0.353135;1.362515;-0.477054;-0.204856;0.681909;-1.065948;-0.237785;1.303734;
0.052500;-1.003137;-0.361732;1.364869;-0.473828;-0.209056;0.682883;-1.060335;-0.246377;1.306712;
0.052520;-0.996853;-0.370315;1.367169;-0.470583;-0.213248;0.683830;-1.054681;-0.254959;1.309639;
0.052540;-0.990531;-0.378883;1.369414;-0.467319;-0.217431;0.684750;-1.048984;-0.263530;1.312514;
0.052560;-0.984169;-0.387437;1.371606;-0.464037;-0.221606;0.685643;-1.043246;-0.272092;1.315338;
0.052580;-0.977769;-0.395975;1.373744;-0.460737;-0.225772;0.686509;-1.037467;-0.280642;1.318109;
0.052600;-0.971330;-0.404497;1.375827;-0.457419;-0.229930;0.687348;-1.031647;-0.289182;1.320829;
0.052620;-0.964852;-0.413004;1.377856;-0.454082;-0.234078;0.688160;-1.025786;-0.297710;1.323496;
0.052640;-0.958337;-0.421494;1.379831;-0.450728;-0.238217;0.688944;-1.019885;-0.306226;1.326111;
0.052660;-0.951783;-0.429968;1.381751;-0.447355;-0.242346;0.689702;-1.013943;-0.314730;1.328674;
0.052680;-0.945192;-0.438424;1.383617;-0.443965;-0.246466;0.690432;-1.007962;-0.323222;1.331184;
0.052700;-0.938564;-0.446864;1.385428;-0.440558;-0.250576;0.691134;-1.001940;-0.331701;1.333642;
0.052720;-0.931899;-0.455285;1.387184;-0.437133;-0.254677;0.691810;-0.995879;-0.340167;1.336047;
0.052740;-0.925197;-0.463689;1.388886;-0.433691;-0.258767;0.692458;-0.989779;-0.348620;1.338399;
0.052760;-0.918458;-0.472074;1.390532;-0.430232;-0.262847;0.693079;-0.983640;-0.357058;1.340698;
0.052780;-0.911683;-0.480441;1.392124;-0.426756;-0.266917;0.693673;-0.977462;-0.365483;1.342945;
0.052800;-0.904872;-0.488789;1.393661;-0.423263;-0.270976;0.694239;-0.971245;-0.373893;1.345138;
0.052820;-0.898026;-0.497117;1.395143;-0.419753;-0.275025;0.694777;-0.964990;-0.382289;1.347279;
0.052840;-0.891144;-0.505426;1.396570;-0.416227;-0.279062;0.695289;-0.958697;-0.390669;1.349366;
0.052860;-0.884227;-0.513715;1.397941;-0.412684;-0.283089;0.695773;-0.952366;-0.399034;1.351400;
0.052880;-0.877275;-0.521983;1.399258;-0.409125;-0.287104;0.696229;-0.945997;-0.407383;1.353380;
0.052900;-0.870288;-0.530231;1.400519;-0.405550;-0.291108;0.696658;-0.939591;-0.415716;1.355308;
0.052920;-0.863267;-0.538458;1.401725;-0.401958;-0.295101;0.697059;-0.933148;-0.424033;1.357181;
0.052940;-0.856211;-0.546664;1.402876;-0.398351;-0.299082;0.697433;-0.926668;-0.432333;1.359001;
0.052960;-0.849122;-0.554848;1.403971;-0.394729;-0.303051;0.697780;-0.920152;-0.440616;1.360768;
0.052980;-0.842000;-0.563011;1.405011;-0.391090;-0.307008;0.698098;-0.913599;-0.448882;1.362480;
0.053000;-0.834844;-0.571151;1.405995;-0.387436;-0.310953;0.698390;-0.907010;-0.457129;1.364139;
0.053020;-0.827655;-0.579268;1.406924;-0.383767;-0.314886;0.698653;-0.900385;-0.465359;1.365744;
0.053040;-0.820434;-0.587363;1.407797;-0.380083;-0.318806;0.698889;-0.893725;-0.473570;1.367295;
0.053060;-0.813180;-0.595435;1.408615;-0.376384;-0.322714;0.699098;-0.887029;-0.481763;1.368793;
0.053080;-0.805894;-0.603483;1.409377;-0.372670;-0.326609;0.699279;-0.880299;-0.489937;1.370236;
0.053100;-0.798577;-0.611507;1.410083;-0.368941;-0.330491;0.699432;-0.873534;-0.498091;1.371625;
0.053120;-0.791227;-0.619507;1.410734;-0.365197;-0.334360;0.699558;-0.866734;-0.506226;1.372960;
0.053140;-0.783847;-0.627482;1.411329;-0.361440;-0.338216;0.699656;-0.859900;-0.514340;1.374240;
0.053160;-0.776436;-0.635433;1.411869;-0.357667;-0.342059;0.699726;-0.853032;-0.522435;1.375467;
0.053180;-0.768993;-0.643359;1.412352;-0.353881;-0.345888;0.699769;-0.846130;-0.530509;1.376639;
0.053200;-0.761521;-0.651259;1.412780;-0.350081;-0.349703;0.699784;-0.839195;-0.538561;1.377757;
0.053220;-0.754019;-0.659134;1.413152;-0.346267;-0.353505;0.699772;-0.832227;-0.546593;1.378820;
0.053240;-0.746486;-0.666982;1.413468;-0.342439;-0.357292;0.699732;-0.825226;-0.554603;1.379829;
0.053260;-0.738925;-0.674804;1.413729;-0.338598;-0.361066;0.699664;-0.818192;-0.562591;1.380783;
0.053280;-0.731334;-0.682600;1.413934;-0.334744;-0.364825;0.699569;-0.811127;-0.570557;1.381683;
0.053300;-0.723714;-0.690369;1.414083;-0.330876;-0.368570;0.699446;-0.804029;-0.578500;1.382529;
0.053320;-0.716066;-0.698110;1.414176;-0.326995;-0.372300;0.699295;-0.796899;-0.586420;1.383320;
0.053340;-0.708389;-0.705824;1.414213;-0.323101;-0.376016;0.699117;-0.789738;-0.594318;1.384056;
0.053360;-0.700684;-0.713510;1.414194;-0.319195;-0.379716;0.698911;-0.782546;-0.602192;1.384737;
0.053380;-0.692952;-0.721168;1.414120;-0.315276;-0.383402;0.698678;-0.775322;-0.610042;1.385364;
0.053400;-0.685193;-0.728797;1.413989;-0.311344;-0.387073;0.698417;-0.768069;-0.617868;1.385936;
0.053420;-0.677406;-0.736397;1.413803;-0.307400;-0.390728;0.698128;-0.760785;-0.625669;1.386454;
0.053440;-0.669593;-0.743969;1.413561;-0.303444;-0.394368;0.697812;-0.753470;-0.633446;1.386917;
0.053460;-0.661753;-0.751511;1.413264;-0.299476;-0.397992;0.697469;-0.746127;-0.641198;1.387325;
0.053480;-0.653887;-0.759024;1.412910;-0.295497;-0.401601;0.697098;-0.738753;-0.648925;1.387678;
0.053500;-0.645995;-0.766506;1.412501;-0.291505;-0.405194;0.696699;-0.731351;-0.656626;1.387976;
0.053520;-0.638078;-0.773958;1.412036;-0.287502;-0.408771;0.696273;-0.723919;-0.664301;1.388220;
0.053540;-0.630135;-0.781380;1.411515;-0.283488;-0.412331;0.695819;-0.716459;-0.671950;1.388409;
0.053560;-0.622168;-0.788771;1.410939;-0.279462;-0.415876;0.695338;-0.708971;-0.679572;1.388543;
0.053580;-0.614176;-0.796130;1.410306;-0.275426;-0.419404;0.694829;-0.701455;-0.687167;1.388622;
0.053600;-0.606160;-0.803459;1.409619;-0.271378;-0.422915;0.694293;-0.693911;-0.694736;1.388647;
0.053620;-0.598120;-0.810755;1.408875;-0.267320;-0.426410;0.693730;-0.686340;-0.702277;1.388616;
0.053640;-0.590056;-0.818020;1.408076;-0.263252;-0.429888;0.693139;-0.678741;-0.709790;1.388531;
0.053660;-0.581969;-0.825252;1.407221;-0.259173;-0.433348;0.692521;-0.671116;-0.717275;1.388391;
0.053680;-0.573859;-0.832452;1.406311;-0.255083;-0.436792;0.691876;-0.663464;-0.724732;1.388196;
0.053700;-0.565727;-0.839618;1.405345;-0.250984;-0.440219;0.691203;-0.655786;-0.732160;1.387947;
0.053720;-0.557572;-0.846752;1.404324;-0.246875;-0.443628;0.690503;-0.648083;-0.739560;1.387642;
0.053740;-0.549395;-0.853852;1.403247;-0.242756;-0.447020;0.689775;-0.640353;-0.746930;1.387283;
0.053760;-0.541196;-0.860919;1.402115;-0.238627;-0.450394;0.689021;-0.632599;-0.754270;1.386869;
0.053780;-0.532976;-0.867951;1.400927;-0.234489;-0.453750;0.688239;-0.624819;-0.761581;1.386400;
0.053800;-0.524735;-0.874949;1.399684;-0.230342;-0.457088;0.687430;-0.617015;-0.768862;1.385877;
0.053820;-0.516473;-0.881913;1.398386;-0.226185;-0.460408;0.686594;-0.609186;-0.776113;1.385298;
0.053840;-0.508191;-0.888842;1.397033;-0.222020;-0.463710;0.685731;-0.601333;-0.783332;1.384666;
0.053860;-0.499889;-0.895736;1.395625;-0.217846;-0.466994;0.684840;-0.593457;-0.790521;1.383978;
0.053880;-0.491567;-0.902594;1.394161;-0.213663;-0.470260;0.683923;-0.585557;-0.797679;1.383236;
0.053900;-0.483226;-0.909417;1.392643;-0.209472;-0.473506;0.682979;-0.577634;-0.804805;1.382439;
0.053920;-0.474865;-0.916204;1.391069;-0.205273;-0.476734;0.682007;-0.569688;-0.811900;1.381588;
0.053940;-0.466486;-0.922955;1.389441;-0.201065;-0.479944;0.681009;-0.561720;-0.818962;1.380682;
0.053960;-0.458088;-0.929669;1.387757;-0.196850;-0.483134;0.679984;-0.553729;-0.825992;1.379721;
0.053980;-0.449673;-0.936347;1.386019;-0.192627;-0.486305;0.678932;-0.545717;-0.832989;1.378706;
0.054000;-0.441239;-0.942987;1.384227;-0.188396;-0.489457;0.677853;-0.537683;-0.839954;1.377637;
0.054020;-0.432788;-0.949591;1.382379;-0.184158;-0.492590;0.676748;-0.529628;-0.846885;1.376513;
0.054040;-0.424321;-0.956157;1.380477;-0.179912;-0.495703;0.675616;-0.521552;-0.853783;1.375335;
0.054060;-0.415836;-0.962685;1.378521;-0.175660;-0.498797;0.674457;-0.513456;-0.860648;1.374103;
0.054080;-0.407335;-0.969175;1.376510;-0.171400;-0.501871;0.673271;-0.505339;-0.867478;1.372816;
0.054100;-0.398818;-0.975627;1.374444;-0.167134;-0.504925;0.672059;-0.497202;-0.874274;1.371476;
0.054120;-0.390285;-0.982040;1.372325;-0.162861;-0.507960;0.670821;-0.489045;-0.881035;1.370081;
0.054140;-0.381736;-0.988415;1.370151;-0.158582;-0.510974;0.669555;-0.480870;-0.887762;1.368632;
0.054160;-0.373173;-0.994750;1.367923;-0.154296;-0.513968;0.668264;-0.472675;-0.894454;1.367129;
0.054180;-0.364595;-1.001047;1.365641;-0.150004;-0.516942;0.666946;-0.464462;-0.901110;1.365572;
0.054200;-0.356002;-1.007303;1.363306;-0.145707;-0.519895;0.665602;-0.456230;-0.907731;1.363961;
0.054220;-0.347396;-1.013520;1.360916;-0.141403;-0.522828;0.664231;-0.447980;-0.914316;1.362296;
0.054240;-0.338775;-1.019698;1.358473;-0.137094;-0.525740;0.662834;-0.439713;-0.920865;1.360577;
0.054260;-0.330142;-1.025834;1.355976;-0.132780;-0.528631;0.661411;-0.431428;-0.927377;1.358805;
0.054280;-0.321495;-1.031931;1.353425;-0.128461;-0.531502;0.659962;-0.423126;-0.933853;1.356979;
0.054300;-0.312835;-1.037986;1.350822;-0.124136;-0.534351;0.658487;-0.414808;-0.940292;1.355100;
0.054320;-0.304164;-1.044001;1.348164;-0.119806;-0.537180;0.656986;-0.406473;-0.946694;1.353167;
0.054340;-0.295480;-1.049974;1.345454;-0.115472;-0.539987;0.655459;-0.398122;-0.953059;1.351180;
0.054360;-0.286785;-1.055906;1.342690;-0.111133;-0.542773;0.653906;-0.389755;-0.959386;1.349141;
0.054380;-0.278078;-1.061796;1.339874;-0.106790;-0.545538;0.652328;-0.381373;-0.965675;1.347048;
0.054400;-0.269360;-1.067644;1.337004;-0.102442;-0.548281;0.650723;-0.372976;-0.971925;1.344901;
0.054420;-0.260632;-1.073450;1.334082;-0.098091;-0.551002;0.649093;-0.364564;-0.978138;1.342702;
0.054440;-0.251893;-1.079214;1.331107;-0.093736;-0.553702;0.647437;-0.356138;-0.984312;1.340450;
0.054460;-0.243144;-1.084935;1.328080;-0.089377;-0.556379;0.645756;-0.347698;-0.990447;1.338145;
0.054480;-0.234386;-1.090614;1.325000;-0.085014;-0.559035;0.644049;-0.339244;-0.996543;1.335787;
0.054500;-0.225619;-1.096249;1.321868;-0.080648;-0.561669;0.642317;-0.330776;-1.002600;1.333376;
0.054520;-0.216842;-1.101841;1.318683;-0.076279;-0.564280;0.640559;-0.322296;-1.008617;1.330912;
0.054540;-0.208058;-1.107389;1.315447;-0.071907;-0.566870;0.638776;-0.313803;-1.014594;1.328396;
0.054560;-0.199264;-1.112894;1.312159;-0.067532;-0.569436;0.636968;-0.305297;-1.020531;1.325828;
0.054580;-0.190463;-1.118355;1.308818;-0.063154;-0.571981;0.635135;-0.296779;-1.026428;1.323207;
0.054600;-0.181655;-1.123772;1.305427;-0.058774;-0.574503;0.633277;-0.288250;-1.032284;1.320534;
0.054620;-0.172839;-1.129144;1.301983;-0.054391;-0.577002;0.631393;-0.279709;-1.038100;1.317809;
0.054640;-0.164017;-1.134472;1.298488;-0.050007;-0.579478;0.629485;-0.271158;-1.043875;1.315032;
0.054660;-0.155188;-1.139755;1.294942;-0.045620;-0.581932;0.627552;-0.262595;-1.049608;1.312203;
0.054680;-0.146353;-1.144993;1.291345;-0.041232;-0.584362;0.625594;-0.254022;-1.055300;1.309322;
0.054700;-0.137512;-1.150185;1.287697;-0.036842;-0.586769;0.623611;-0.245439;-1.060950;1.306390;
0.054720;-0.128665;-1.155333;1.283998;-0.032450;-0.589154;0.621604;-0.236847;-1.066559;1.303406;
0.054740;-0.119814;-1.160435;1.280249;-0.028058;-0.591515;0.619572;-0.228245;-1.072125;1.300370;
0.054760;-0.110958;-1.165490;1.276448;-0.023664;-0.593852;0.617516;-0.219634;-1.077649;1.297283;
0.054780;-0.102097;-1.170500;1.272598;-0.019269;-0.596167;0.615436;-0.211014;-1.083131;1.294145;
0.054800;-0.093233;-1.175464;1.268697;-0.014873;-0.598457;0.613331;-0.202387;-1.088569;1.290956;
0.054820;-0.084365;-1.180381;1.264746;-0.010477;-0.600724;0.611202;-0.193751;-1.093965;1.287716;
0.054840;-0.075493;-1.185252;1.260745;-0.006081;-0.602968;0.609048;-0.185107;-1.099317;1.284425;
0.054860;-0.066619;-1.190076;1.256695;-0.001684;-0.605187;0.606871;-0.176456;-1.104627;1.281083;
0.054880;-0.057741;-1.194853;1.252594;0.002713;-0.607383;0.604670;-0.167798;-1.109892;1.277691;
0.054900;-0.048862;-1.199583;1.248445;0.007110;-0.609554;0.602445;-0.159134;-1.115114;1.274248;
0.054920;-0.039981;-1.204265;1.244246;0.011506;-0.611702;0.600196;-0.150463;-1.120292;1.270755;
0.054940;-0.031098;-1.208900;1.239998;0.015902;-0.613825;0.597923;-0.141787;-1.125425;1.267212;
